google.com is reachable.
Port 1 on localhost is closed.
Port 2 on localhost is closed.
Port 3 on localhost is closed.
Port 4 on localhost is closed.
Port 5 on localhost is closed.
Port 6 on localhost is closed.
Port 7 on localhost is closed.
Port 8 on localhost is closed.
Port 9 on localhost is closed.
Port 10 on localhost is closed.
Port 11 on localhost is closed.
Port 12 on localhost is closed.
Port 13 on localhost is closed.
Port 14 on localhost is closed.
Port 15 on localhost is closed.
Port 16 on localhost is closed.
Port 17 on localhost is closed.
Port 18 on localhost is closed.
Port 19 on localhost is closed.
Port 20 on localhost is closed.
Port 21 on localhost is closed.
Port 22 on localhost is closed.
Port 23 on localhost is closed.
Port 24 on localhost is closed.
Port 25 on localhost is closed.
Port 26 on localhost is closed.
Port 27 on localhost is closed.
Port 28 on localhost is closed.
Port 29 on localhost is closed.
Port 30 on localhost is closed.
Port 31 on localhost is closed.
Port 32 on localhost is closed.
Port 33 on localhost is closed.
Port 34 on localhost is closed.
Port 35 on localhost is closed.
Port 36 on localhost is closed.
Port 37 on localhost is closed.
Port 38 on localhost is closed.
Port 39 on localhost is closed.
Port 40 on localhost is closed.
Port 41 on localhost is closed.
Port 42 on localhost is closed.
Port 43 on localhost is closed.
Port 44 on localhost is closed.
Port 45 on localhost is closed.
Port 46 on localhost is closed.
Port 47 on localhost is closed.
Port 48 on localhost is closed.
Port 49 on localhost is closed.
Port 50 on localhost is closed.
Port 51 on localhost is closed.
Port 52 on localhost is closed.
Port 53 on localhost is closed.
Port 54 on localhost is closed.
Port 55 on localhost is closed.
Port 56 on localhost is closed.
Port 57 on localhost is closed.
Port 58 on localhost is closed.
Port 59 on localhost is closed.
Port 60 on localhost is closed.
Port 61 on localhost is closed.
Port 62 on localhost is closed.
Port 63 on localhost is closed.
Port 64 on localhost is closed.
Port 65 on localhost is closed.
Port 66 on localhost is closed.
Port 67 on localhost is closed.
Port 68 on localhost is closed.
Port 69 on localhost is closed.
Port 70 on localhost is closed.
Port 71 on localhost is closed.
Port 72 on localhost is closed.
Port 73 on localhost is closed.
Port 74 on localhost is closed.
Port 75 on localhost is closed.
Port 76 on localhost is closed.
Port 77 on localhost is closed.
Port 78 on localhost is closed.
Port 79 on localhost is closed.
Port 80 on localhost is closed.
Port 81 on localhost is closed.
Port 82 on localhost is closed.
Port 83 on localhost is closed.
Port 84 on localhost is closed.
Port 85 on localhost is closed.
Port 86 on localhost is closed.
Port 87 on localhost is closed.
Port 88 on localhost is closed.
Port 89 on localhost is closed.
Port 90 on localhost is closed.
Port 91 on localhost is closed.
Port 92 on localhost is closed.
Port 93 on localhost is closed.
Port 94 on localhost is closed.
Port 95 on localhost is closed.
Port 96 on localhost is closed.
Port 97 on localhost is closed.
Port 98 on localhost is closed.
Port 99 on localhost is closed.
Port 100 on localhost is closed.
Port 101 on localhost is closed.
Port 102 on localhost is closed.
Port 103 on localhost is closed.
Port 104 on localhost is closed.
Port 105 on localhost is closed.
Port 106 on localhost is closed.
Port 107 on localhost is closed.
Port 108 on localhost is closed.
Port 109 on localhost is closed.
Port 110 on localhost is closed.
Port 111 on localhost is closed.
Port 112 on localhost is closed.
Port 113 on localhost is closed.
Port 114 on localhost is closed.
Port 115 on localhost is closed.
Port 116 on localhost is closed.
Port 117 on localhost is closed.
Port 118 on localhost is closed.
Port 119 on localhost is closed.
Port 120 on localhost is closed.
Port 121 on localhost is closed.
Port 122 on localhost is closed.
Port 123 on localhost is closed.
Port 124 on localhost is closed.
Port 125 on localhost is closed.
Port 126 on localhost is closed.
Port 127 on localhost is closed.
Port 128 on localhost is closed.
Port 129 on localhost is closed.
Port 130 on localhost is closed.
Port 131 on localhost is closed.
Port 132 on localhost is closed.
Port 133 on localhost is closed.
Port 134 on localhost is closed.
Port 135 on localhost is open.
Port 136 on localhost is closed.
Port 137 on localhost is closed.
Port 138 on localhost is closed.
Port 139 on localhost is closed.
Port 140 on localhost is closed.
Port 141 on localhost is closed.
Port 142 on localhost is closed.
Port 143 on localhost is closed.
Port 144 on localhost is closed.
Port 145 on localhost is closed.
Port 146 on localhost is closed.
Port 147 on localhost is closed.
Port 148 on localhost is closed.
Port 149 on localhost is closed.
Port 150 on localhost is closed.
Port 151 on localhost is closed.
Port 152 on localhost is closed.
Port 153 on localhost is closed.
Port 154 on localhost is closed.
Port 155 on localhost is closed.
Port 156 on localhost is closed.
Port 157 on localhost is closed.
Port 158 on localhost is closed.
Port 159 on localhost is closed.
Port 160 on localhost is closed.
Port 161 on localhost is closed.
Port 162 on localhost is closed.
Port 163 on localhost is closed.
Port 164 on localhost is closed.
Port 165 on localhost is closed.
Port 166 on localhost is closed.
Port 167 on localhost is closed.
Port 168 on localhost is closed.
Port 169 on localhost is closed.
Port 170 on localhost is closed.
Port 171 on localhost is closed.
Port 172 on localhost is closed.
Port 173 on localhost is closed.
Port 174 on localhost is closed.
Port 175 on localhost is closed.
Port 176 on localhost is closed.
Port 177 on localhost is closed.
Port 178 on localhost is closed.
Port 179 on localhost is closed.
Port 180 on localhost is closed.
Port 181 on localhost is closed.
Port 182 on localhost is closed.
Port 183 on localhost is closed.
Port 184 on localhost is closed.
Port 185 on localhost is closed.
Port 186 on localhost is closed.
Port 187 on localhost is closed.
Port 188 on localhost is closed.
Port 189 on localhost is closed.
Port 190 on localhost is closed.
Port 191 on localhost is closed.
Port 192 on localhost is closed.
Port 193 on localhost is closed.
Port 194 on localhost is closed.
Port 195 on localhost is closed.
Port 196 on localhost is closed.
Port 197 on localhost is closed.
Port 198 on localhost is closed.
Port 199 on localhost is closed.
Port 200 on localhost is closed.
Port 201 on localhost is closed.
Port 202 on localhost is closed.
Port 203 on localhost is closed.
Port 204 on localhost is closed.
Port 205 on localhost is closed.
Port 206 on localhost is closed.
Port 207 on localhost is closed.
Port 208 on localhost is closed.
Port 209 on localhost is closed.
Port 210 on localhost is closed.
Port 211 on localhost is closed.
Port 212 on localhost is closed.
Port 213 on localhost is closed.
Port 214 on localhost is closed.
Port 215 on localhost is closed.
Port 216 on localhost is closed.
Port 217 on localhost is closed.
Port 218 on localhost is closed.
Port 219 on localhost is closed.
Port 220 on localhost is closed.
Port 221 on localhost is closed.
Port 222 on localhost is closed.
Port 223 on localhost is closed.
Port 224 on localhost is closed.
Port 225 on localhost is closed.
Port 226 on localhost is closed.
Port 227 on localhost is closed.
Port 228 on localhost is closed.
Port 229 on localhost is closed.
Port 230 on localhost is closed.
Port 231 on localhost is closed.
Port 232 on localhost is closed.
Port 233 on localhost is closed.
Port 234 on localhost is closed.
